id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2384,Condo in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 shared bath,2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,129,3,220,2023-06-10,2.14,1,350,19,
7126,Rental unit in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,17928,Sarah,,West Town,41.90166,-87.68021,Entire home/apt,94,32,493,2023-05-28,2.90,1,295,44,R21000075737
2907500,Home in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,11231030,Erik,,West Lawn,41.78225,-87.72806,Private room,39,1,335,2023-05-31,3.11,2,196,6,
755701,Rental unit in Chicago · ★4.73 · 3 bedrooms · 6 beds · 1 bath,3920450,Vas,,Logan Square,41.93115,-87.71836,Entire home/apt,100,32,27,2022-12-01,0.22,4,198,3,City registration pending
10945,Rental unit in Chicago · ★4.64 · 2 bedrooms · 2 beds · 1 bath,33004,At Home Inn,,Lincoln Park,41.91196,-87.63981,Entire home/apt,219,4,66,2023-06-07,0.59,7,94,19,2209984
790934,Rental unit in Chicago · ★4.66 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,234,1,139,2020-02-03,1.08,16,0,0,R21000075752
863120,Condo in Chicago · ★4.92 · 3 bedrooms · 1 bed · 2.5 baths,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.92218,-87.66079,Private room,85,2,140,2023-06-15,1.16,1,92,26,
3031898,Condo in Chicago · ★4.84 · 2 bedrooms · 1 bed · 2 baths,15442332,Karen Sophie,,South Shore,41.77206,-87.56982,Entire home/apt,75,32,245,2019-10-23,2.22,1,329,0,City registration pending
24833,Rental unit in Chicago · ★4.29 · 1 bedroom · 1 bed · 1 bath,101521,Red,,Lincoln Park,41.925961,-87.656364,Entire home/apt,92,32,42,2023-04-22,0.26,4,200,2,City registration pending
3053081,Rental unit in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 bath,1368870,Paul,,Logan Square,41.91571,-87.67449,Entire home/apt,138,2,448,2023-06-10,4.06,1,116,50,R22000090195
887038,Rental unit in Chicago · ★4.32 · 2 bedrooms · 2 beds · 1 bath,101521,Red,,Lincoln Park,41.92546,-87.6573,Entire home/apt,120,32,43,2023-06-04,0.35,4,141,5,City registration pending
25879,Rental unit in Chicago · ★4.30 · 2 bedrooms · 3 beds · 1 bath,101521,Red,,Lincoln Park,41.92499,-87.65573,Entire home/apt,86,32,51,2022-12-20,0.32,4,261,2,City registration pending
903996,Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1 private bath,4019426,Colleen,,Logan Square,41.92708,-87.71212,Private room,110,32,145,2020-03-19,1.19,1,4,0,
3068787,Rental unit in Chicago · ★4.94 · 2 bedrooms · 2 beds · 2 baths,7780304,Mark And Collette,,North Center,41.96136,-87.6784,Entire home/apt,160,3,133,2023-06-04,1.40,1,286,22,R22000080115
28749,Loft in Chicago · ★4.77 · 3 bedrooms · 3 beds · 2 baths,27506,Lauri,,Logan Square,41.92137,-87.67932,Entire home/apt,200,2,177,2023-06-04,1.16,1,37,30,R22000079930
3083343,Rental unit in Chicago · ★4.71 · 2 bedrooms · 3 beds · 1 bath,209564,Ami,,Logan Square,41.91533279418945,-87.67047882080078,Entire home/apt,225,2,121,2023-05-30,1.15,6,64,18,R18000036344
37738,Home in Chicago · ★4.99 · 1 bedroom · 1 bed · 1.5 shared baths,162364,Mat And Randy,,Uptown,41.97303,-87.66567,Private room,110,32,250,2020-03-15,1.59,2,0,0,
929914,Rental unit in Chicago · ★4.93 · 1 bedroom · 1 bed · 1 bath,5007980,Lynn,,Lincoln Park,41.912410736083984,-87.63896942138672,Entire home/apt,130,3,440,2023-06-04,3.54,1,70,55,R21000073898
71930,Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,95,3,103,2023-06-10,0.70,2,216,12,
931105,Home in Chicago · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,5015135,Samantha,,East Garfield Park,41.88538,-87.69801,Private room,136,5,23,2018-11-02,0.19,1,362,0,
3111197,Rental unit in Chicago · ★4.91 · 1 bedroom · 2 beds · 1 bath,5863711,Masha,,Rogers Park,42.00729,-87.67708,Entire home/apt,130,32,45,2021-12-26,0.41,1,323,0,City registration pending
84042,Rental unit in Chicago · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,89,3,127,2023-05-15,0.86,2,52,22,
3172794,Home in Chicago · ★4.90 · 6 bedrooms · 9 beds · 2.5 baths,16090300,John,,Logan Square,41.91634,-87.69335,Entire home/apt,1607,1,80,2023-04-30,0.74,10,355,14,R17000015252
949514,Condo in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 private bath,5148353,Steven,,West Town,41.9055,-87.66685,Private room,50,32,133,2020-03-02,1.06,1,0,0,
94450,Rental unit in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 bath,504470,Mark,,Edgewater,41.9796,-87.66512,Entire home/apt,91,3,10,2023-06-03,0.91,1,183,10,R22000082956
3267902,Rental unit in Chicago · ★4.93 · 1 bedroom · 3 beds · 1 bath,2676165,Richard,,Edgewater,41.98908,-87.66697,Entire home/apt,89,32,348,2023-06-11,3.17,1,268,51,R17000014245
145659,Rental unit in Chicago · ★4.75 · 3 bedrooms · 3 beds · 2 baths,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,251,2,65,2023-05-30,0.70,23,335,18,2209272
3292054,Home in Chicago · ★4.95 · 3 bedrooms · 4 beds · 3 baths,5960265,Courtney And Garrett,,Lake View,41.94278,-87.65621,Entire home/apt,521,32,225,2023-06-16,2.07,2,313,32,R17000020423
3308694,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,16707041,Matthew,,Near West Side,41.88711,-87.6438,Entire home/apt,392,2,108,2023-06-11,1.31,2,190,30,R21000072734
960326,Condo in Chicago · ★4.94 · 3 bedrooms · 3 beds · 2 baths,5228189,Matthew,,West Town,41.89602,-87.65659,Entire home/apt,295,2,391,2023-05-29,3.20,24,325,42,2457501
966137,Home in Chicago · ★4.74 · 2 bedrooms · 2 beds · 1 bath,5016495,Erika,,Near West Side,41.86801,-87.67877,Entire home/apt,133,32,41,2022-08-14,0.33,1,41,1,city registration pending
145690,Rental unit in Chicago · ★4.78 · 4 bedrooms · 4 beds · 2 baths,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,312,32,86,2022-08-11,0.88,23,356,3,2083778
189821,Rental unit in Chicago · ★4.95 · 2 bedrooms · 3 beds · 1 bath,899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,246,2,607,2023-05-26,4.24,1,192,28,R21000062936
979841,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5076708,Lois And Eduardo,,Rogers Park,42.00588,-87.66853,Private room,89,2,284,2023-06-13,2.29,4,310,37,
3329088,Condo in Chicago · ★4.90 · 2 bedrooms · 2 beds · 2 baths,16807770,William,,East Garfield Park,41.88367,-87.70864,Entire home/apt,113,365,121,2023-06-12,1.11,1,0,25,R17000017864
207218,Rental unit in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 bath,1019125,Jb,,Pullman,41.68843,-87.60712,Entire home/apt,100,2,304,2023-06-11,2.12,3,320,19,R21000073121
3385966,Rental unit in Chicago · ★4.80 · 2 bedrooms · 2 beds · 2 baths,9995028,Chad,,Lake View,41.93594,-87.66953,Entire home/apt,225,32,187,2023-03-31,1.89,1,137,10,C17000006773
979926,Home in Chicago · ★4.97 · 1 bedroom · 1 bed · 1.5 shared baths,5076708,Lois And Eduardo,,Rogers Park,42.00477,-87.66842,Private room,79,2,312,2023-06-13,2.53,4,313,36,R17000015436
979942,Home in Chicago · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,5076708,Lois And Eduardo,,Rogers Park,42.00378,-87.66807,Private room,79,2,292,2023-06-16,2.35,4,322,31,
207351,Rental unit in Chicago · ★4.91 · 1 bedroom · 1 bed · 1 bath,1019125,Jb,,Pullman,41.68954,-87.60786,Entire home/apt,50,32,45,2022-12-20,0.31,3,128,1,R21000073121
983640,Rental unit in Chicago · ★4.94 · 2 bedrooms · 3 beds · 1 bath,5076708,Lois And Eduardo,,Rogers Park,42.00456,-87.67058,Entire home/apt,179,2,243,2023-06-13,1.99,4,293,33,R17000015436
3434136,Rental unit in Chicago · ★4.87 · 1 bedroom · 1 bed · 1 bath,17217012,Janet,,Lake View,41.94159,-87.65099,Private room,75,32,177,2023-05-29,1.63,1,317,17,
220333,Rental unit in Chicago · ★5.0 · 2 bedrooms · 1 bed · 1 bath,1019125,Jb,,Pullman,41.68912,-87.60725,Entire home/apt,100,32,3,2023-05-08,0.02,3,74,2,
3445991,Home in Chicago · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,13389580,Ed,,Dunning,41.94418,-87.79895,Private room,35,32,6,2022-04-20,0.06,2,72,0,
225314,Home in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,1173654,Jillian,,Logan Square,41.92589,-87.69737,Private room,92,2,22,2023-06-12,0.17,1,301,2,
3453656,Condo in Chicago · ★4.98 · 1 bedroom · 1 bed · 1 private bath,17405364,Jennifer,,Rogers Park,42.00146,-87.66982,Private room,55,28,41,2023-05-24,0.42,3,47,6,R21000073244
1020810,Rental unit in Chicago · ★4.68 · 1 bedroom · 1 bed · 1 bath,3843347,Andrea,,Near North Side,41.89395,-87.62593,Entire home/apt,85,32,38,2023-05-13,0.31,3,122,4,City registration pending
233933,Home in Chicago · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,1224828,Tippi,,Irving Park,41.95758,-87.7271,Private room,60,2,157,2023-06-14,1.10,2,181,4,
1027405,Home in Chicago · ★4.17 · 1 bedroom · 4 beds · 1 shared bath,5654677,Urban Art,,North Lawndale,41.85428,-87.70852,Private room,45,2,6,2016-07-31,0.06,4,0,0,R18000034125
3485081,Guest suite in Chicago · ★4.49 · Studio · 1 bed · 1 bath,11848299,Anton,,West Town,41.90788,-87.68075,Private room,112,32,180,2021-10-12,1.66,2,0,0,
250354,Condo in Chicago · ★4.84 · 2 bedrooms · 1 bed · 1 bath,1311953,Ronald,,Near South Side,41.85923,-87.62198,Entire home/apt,170,180,39,2018-04-25,0.28,1,358,0,City registration pending
1027463,Home in Chicago · ★4.36 · 1 bedroom · 1 bed · 1 shared bath,5654677,Urban Art,,North Lawndale,41.8544,-87.70852,Private room,45,32,11,2021-09-05,0.12,4,89,0,R22000076746
258253,Rental unit in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 bath,1358243,June,,West Ridge,42.0076,-87.6825,Entire home/apt,48,33,29,2022-10-01,0.21,2,220,3,398144   Chicago:   R190000050938
1027741,Rental unit in Chicago · ★4.0 · 1 bedroom · 1 bed · 1.5 shared baths,5654677,Urban Art,,North Lawndale,41.85454,-87.70802,Private room,45,32,5,2019-10-13,0.09,4,0,0,R22000076746
3517984,Rental unit in Chicago · ★4.97 · 1 bedroom · 1 bed · 1 private bath,11294056,Amanda,,Hyde Park,41.79963,-87.59186,Private room,79,1,391,2023-06-12,3.63,1,27,47,
264547,Condo in Chicago · ★4.84 · 2 bedrooms · 2 beds · 1.5 baths,1387948,Dominic,,Near West Side,41.88413,-87.64315,Entire home/apt,204,32,67,2021-10-17,0.50,1,330,0,City registration pending
3570616,Rental unit in Chicago · ★4.74 · 1 bedroom · 2 beds · 1 bath,3920450,Vas,,Logan Square,41.93047,-87.7196,Entire home/apt,170,32,155,2023-05-18,1.43,4,212,6,
289689,Condo in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 private bath,1376077,Killian,,Edgewater,41.97806,-87.65676,Private room,32,30,66,2022-08-06,0.47,1,168,1,
3590692,Rental unit in Chicago · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,12955486,Luke & Ligia,,Edgewater,41.99103,-87.66166,Private room,39,20,45,2023-02-28,0.41,3,263,4,
289884,Home in Chicago · ★4.86 · 2 bedrooms · 2 beds · 2 baths,1500490,Hailey,,Logan Square,41.92063,-87.68353,Entire home/apt,256,1,103,2023-06-06,0.77,1,363,9,R23000099443
3599882,Guest suite in Chicago · ★4.85 · 2 bedrooms · 3 beds · 1 bath,18137125,Gina,,North Center,41.93699,-87.68341,Entire home/apt,171,2,133,2023-06-11,1.23,1,100,1,R17000014324
1083987,Rental unit in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 bath,3965428,Rob,,Near South Side,41.85395,-87.62468,Entire home/apt,140,32,23,2021-06-01,0.19,74,348,0,City registration pending
290155,Rental unit in Chicago · ★4.84 · 3 bedrooms · 3 beds · 1.5 baths,1505878,Bob,,Bridgeport,41.82712,-87.64046,Entire home/apt,130,32,50,2020-03-17,0.36,2,0,0,2074659
1096191,Condo in Chicago · ★4.67 · Studio · 1 bed · 1 bath,6023157,Nataliya,,Uptown,41.97271,-87.65236,Entire home/apt,108,32,79,2023-05-08,0.64,1,299,18,R19000050458
3638744,Condo in Chicago · ★4.78 · 1 bedroom · 1 bed · 1 bath,837429,Petru,,Irving Park,41.95965,-87.72016,Entire home/apt,69,32,46,2022-12-01,0.43,1,142,3,R17000014762
312192,Rental unit in Chicago · ★4.74 · 2 bedrooms · 3 beds · 1.5 baths,1505878,Bob,,Bridgeport,41.82741,-87.63934,Entire home/apt,146,32,39,2020-03-15,0.37,2,0,0,2074660
3639045,Guest suite in Chicago · ★4.40 · 1 bedroom · 2 beds · 1 bath,8607123,Grainne,,West Ridge,41.99595,-87.67545,Entire home/apt,65,32,5,2020-10-03,0.09,1,198,0,R17000015507
1171860,Rental unit in Chicago · ★4.76 · 1 bedroom · 1 bed · 1 bath,2658212,James,,Lincoln Park,41.92655,-87.64226,Entire home/apt,118,2,664,2023-05-29,5.48,4,16,58,R22000081599
345075,Condo in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 private bath,1746524,Patricia,,Kenwood,41.80774,-87.59459,Private room,102,2,275,2023-06-04,2.01,1,274,19,
349265,Townhouse in Chicago · ★5.0 · 4 bedrooms · 4 beds · 2 baths,1517871,Jon,,Hyde Park,41.80241,-87.58825,Entire home/apt,449,7,9,2022-06-08,0.07,2,332,0,R22000084238
1185749,Condo in Chicago · ★4.92 · 3 bedrooms · 4 beds · 1 bath,1664593,Christy,,Near West Side,41.87033,-87.6826,Entire home/apt,132,1,349,2023-06-11,2.85,1,348,19,R23000099312
350347,Loft in Chicago · ★4.90 · 2 bedrooms · 2 beds · 2 baths,845242,Mi Casa Su Casa Vacations,,Lake View,41.94107,-87.65492,Entire home/apt,250,3,691,2023-06-11,5.03,1,254,65,R21000062667
1195259,Rental unit in Chicago · ★4.89 · 2 bedrooms · 2 beds · 1 bath,2899484,Jason,,West Town,41.90914,-87.67859,Entire home/apt,138,32,209,2023-05-16,1.71,2,251,11,R19000037818
3666681,Rental unit in Chicago · ★4.92 · Studio · 1 bed · 1 bath,3965428,Rob,,Near North Side,41.88853,-87.63399,Entire home/apt,170,90,14,2019-09-11,0.13,74,348,0,City registration pending
372929,Home in Chicago · ★4.85 · 3 bedrooms · 5 beds · 3 baths,1876597,The Adventurers,,West Town,41.89629,-87.65704,Entire home/apt,295,2,279,2023-06-15,2.16,2,292,29,2510875
3696178,Condo in Chicago · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,18742622,Barbara,,Rogers Park,42.0222,-87.67226,Private room,71,3,66,2023-05-29,0.67,2,343,6,
1242709,Rental unit in Evanston · ★4.31 · 2 bedrooms · 2 beds · 1 bath,1254363,Mark,,Rogers Park,42.01938,-87.67985,Entire home/apt,149,7,16,2022-10-15,0.16,1,303,1,
1304049,Home in Chicago · ★4.66 · 1 bedroom · 1 bed · 1 bath,7089017,Sharon,,Near West Side,41.86967,-87.68284,Private room,103,32,119,2023-06-03,1.00,1,305,9,
450648,Condo in Chicago · ★4.72 · 1 bedroom · 1 bed · 1 private bath,2204693,Dl,,Loop,41.86765,-87.62271,Private room,119,32,38,2018-06-21,0.28,1,0,0,
3742513,Rental unit in Chicago · ★4.78 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,,West Ridge,42.0168,-87.68771,Shared room,27,1,149,2023-05-05,1.39,16,167,15,R21000075752
464581,Rental unit in Chicago · ★4.81 · 1 bedroom · 2 beds · 1 bath,2308792,Jonathan,,Logan Square,41.92518,-87.69549,Entire home/apt,91,32,645,2023-01-07,4.90,1,258,1,R17000017731
3761023,Home in Chicago · ★4.85 · 1 bedroom · 3 beds · 1 bath,14015437,Andrew &  Diane,,Bridgeport,41.83615,-87.64638,Entire home/apt,75,32,72,2022-11-21,0.85,1,0,12,R17000015662
3783533,Rental unit in Chicago · ★4.87 · 2 bedrooms · 3 beds · 1 bath,19416379,Glenda,,Humboldt Park,41.898048,-87.702972,Entire home/apt,128,32,353,2023-06-04,3.31,1,115,27,R17000018703
1321332,Home in Chicago · ★4.84 · 4 bedrooms · 11 beds · 3.5 baths,946954,Jeff,,Lincoln Park,41.93089,-87.66946,Entire home/apt,692,2,111,2023-05-10,0.94,1,303,12,2262746
507517,Guest suite in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 bath,2501182,Nate,,Lincoln Square,41.96678,-87.6973,Entire home/apt,101,32,381,2023-06-01,2.86,1,174,38,R17000017576
1361421,Hostel in Chicago · ★4.43 · 1 bedroom · 1 bed · 11 shared baths,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Private room,212,32,42,2021-05-23,0.37,5,315,0,R20000058693
3792844,Condo in Chicago · ★5.0 · 1 bedroom · 2 beds · 1 private bath,19471032,Alberto,,Loop,41.877,-87.63055,Private room,55,32,8,2023-06-02,0.33,1,209,4,
542067,Rental unit in Chicago · ★4.88 · 2 bedrooms · 3 beds · 1 bath,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,193,3,288,2023-06-05,2.15,1,327,16,R17000015045
3811926,Home in Chicago · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,11231030,Erik,,West Lawn,41.78392,-87.72921,Private room,39,1,473,2023-05-31,4.39,2,304,39,
3870522,Condo in Chicago · ★4.82 · 2 bedrooms · 3 beds · 1 bath,3771351,Dorie,,Uptown,41.97351,-87.66574,Entire home/apt,185,3,51,2023-06-12,0.50,1,7,7,R21000063111
1392594,Home in Chicago · ★4.58 · 3 bedrooms · 3 beds · 2 baths,7528098,Eileen,,Uptown,41.96909,-87.67407,Entire home/apt,175,4,27,2022-10-10,0.23,1,128,2,R22000079042
1417110,Condo in Chicago · 2 bedrooms · 2 beds · 1 bath,7622794,Leah,,Uptown,41.97516,-87.67227,Entire home/apt,100,32,0,,,1,0,0,
584590,Rental unit in Chicago · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,2880338,Elizabeth,,Lincoln Square,41.96528,-87.6831,Private room,64,32,55,2022-05-01,0.42,2,135,0,
1461451,Rental unit in Chicago · ★4.59 · 1 bedroom · 1 bed · 2 shared baths,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,27,1,182,2023-05-27,1.51,16,175,12,R21000075752
3897045,Condo in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 bath,3843347,Andrea,,Near North Side,41.89637,-87.62726,Entire home/apt,125,32,37,2022-05-18,0.34,3,240,0,City registration pending
634310,Condo in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,2915265,Felice,,Edgewater,41.99688,-87.66449,Private room,70,3,113,2023-05-08,0.86,2,327,16,
1488883,Condo in Chicago · ★5.0 · 1 bedroom · 1 bed · 1 private bath,517499,Derek,,Lake View,41.95418,-87.65363,Private room,75,3,48,2021-11-16,0.41,2,0,0,
640841,Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2.5 baths,3200044,James,,Lake View,41.94256,-87.67171,Entire home/apt,196,4,84,2023-06-11,1.37,1,5,19,R21000061279
1502674,Rental unit in Chicago · ★4.79 · 2 bedrooms · 2 beds · 1 bath,33004,At Home Inn,,Lincoln Park,41.91175,-87.63834,Entire home/apt,184,4,95,2023-06-05,0.80,7,78,24,2209985
1502700,Home in Chicago · ★4.40 · 4 bedrooms · 4 beds · 2 baths,33004,At Home Inn,,Lincoln Park,41.91184,-87.63963,Entire home/apt,279,32,16,2019-09-02,0.15,7,40,0,"2120298, 2120297"
3946324,Home in Chicago · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,20449664,John,,Dunning,41.94306,-87.79432,Private room,95,5,28,2023-06-01,0.26,3,220,5,
3951336,Rental unit in Chicago · 1 bedroom · 1 bed · 1 bath,20130521,Kevin,,Near North Side,41.89874,-87.61862,Entire home/apt,110,32,1,2021-07-18,0.04,1,0,0,City registration pending
651742,Home in Chicago · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,2824576,Jeff,,Forest Glen,41.99178,-87.75747,Private room,85,2,94,2023-06-12,0.75,2,334,14,
3953322,Home in Chicago · ★4.80 · 3 bedrooms · 3 beds · 2.5 baths,20490917,Robert,,Lincoln Park,41.91374,-87.64014,Entire home/apt,174,1,176,2023-06-09,1.96,2,157,14,R21000070485
1554433,Bungalow in Chicago · ★4.85 · 1 bedroom · 1 bed · 1.5 shared baths,6088938,Eric,,Beverly,41.71554,-87.67197,Private room,51,32,200,2023-04-17,1.68,2,353,11,
662034,Home in Chicago · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,2824576,Jeff,,Forest Glen,41.99405,-87.75746,Private room,70,2,90,2023-06-05,0.75,2,294,14,
1573401,Home in Chicago · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,8186262,April,,Lower West Side,41.85592,-87.66249,Private room,67,2,333,2023-06-01,5.05,2,87,73,
3962072,Loft in Chicago · ★4.77 · 2 bedrooms · 2 beds · 1 bath,20528154,Gabriela,,Near West Side,41.88503,-87.68664,Entire home/apt,104,4,118,2023-06-07,1.10,1,314,26,R22000092133
668262,Condo in Chicago · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,3382417,Heather,,Lake View,41.9331,-87.64919,Private room,159,14,29,2022-10-31,0.30,8,1,1,
3979385,Home in Chicago · ★4.90 · 2 bedrooms · 2 beds · 1 bath,20624213,Karen,,Uptown,41.95669,-87.64847,Entire home/apt,125,2,309,2022-12-19,2.89,1,217,30,R19000047696
1584422,Rental unit in Chicago · ★4.92 · 3 bedrooms · 8 beds · 2 baths,2810938,Carole,,Near North Side,41.90532,-87.64761,Entire home/apt,558,3,40,2023-06-11,0.34,3,310,7,2555923
697634,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,3574415,Marv,,Near North Side,41.90437,-87.6335,Entire home/apt,96,32,158,2023-03-27,1.30,2,300,3,City registration pending
3979425,Condo in Chicago · ★5.0 · 1 bedroom · 2 beds · 2.5 baths,20624315,Molly,,West Town,41.9011,-87.69184,Entire home/apt,135,32,3,2017-07-17,0.04,1,0,0,City registration pending
726376,Rental unit in Chicago · ★4.70 · 1 bedroom · 1 bed · 1 bath,2658212,James,,Lake View,41.93903,-87.65196,Entire home/apt,141,2,758,2023-06-11,5.85,4,11,57,R22000080211
4051574,Rental unit in Chicago · ★4.71 · 2 bedrooms · 2 beds · 1 private bath,21009309,Joshua,,Lake View,41.9391,-87.64573,Private room,79,32,21,2018-08-13,0.22,2,0,0,
1591370,Rental unit in Chicago · ★4.82 · 1 bedroom · 4 beds · 1 bath,8489460,Holly + Mark,,Rogers Park,42.01177,-87.67758,Entire home/apt,141,2,177,2023-06-14,1.49,1,318,25,R22000090320
739495,Rental unit in Chicago · ★4.87 · 2 bedrooms · 2 beds · 1 bath,3867687,Janet,,Lincoln Square,41.9765,-87.68144,Entire home/apt,150,7,206,2023-06-05,1.71,1,190,10,R17000020094
1614802,Rental unit in Chicago · ★4.92 · 1 bedroom · 2 beds · 1 private bath,8595700,Carin,,Lake View,41.93455,-87.66141,Private room,75,32,337,2023-06-04,3.02,1,231,36,
4051584,Rental unit in Chicago · ★4.86 · 2 bedrooms · 2 beds · 2 baths,21009309,Joshua,,Lake View,41.94047,-87.64578,Entire home/apt,132,32,32,2019-12-01,0.30,2,0,0,City registration pending
4067870,Home in Chicago · ★4.80 · 1 bedroom · 1 bed · 1.5 shared baths,1559157,Amanda,,Lower West Side,41.84828,-87.68021,Private room,82,2,121,2023-06-11,1.18,3,316,17,
5273709,Rental unit in Chicago · ★4.74 · 1 bedroom · 3 beds · 1 bath,10815319,Matteo,,Lower West Side,41.85751,-87.66817,Entire home/apt,129,32,58,2022-10-20,0.68,1,34,9,R23000096772
4075630,Rental unit in Chicago · ★4.87 · 1 bedroom · 2 beds · 1 bath,16864162,Brittany,,West Town,41.90384,-87.66765,Entire home/apt,105,32,337,2022-08-21,3.19,1,0,8,R21000073879
4083903,Rental unit in Chicago · ★5.0 · 2 bedrooms · 2 beds · 1 bath,21178487,Fatimah,,Grand Boulevard,41.80392,-87.6108,Entire home/apt,150,32,3,2020-03-01,0.07,1,87,0,R21000075485
1620098,Rental unit in Chicago · ★4.63 · 1 bedroom · 1 bed · 1 private bath,8619275,Leszek,,Lincoln Park,41.92817,-87.64282,Private room,134,1,64,2023-06-13,0.54,1,64,23,
5283285,Rental unit in Chicago · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,22215535,Matt,,Lower West Side,41.85707,-87.67082,Private room,25,32,155,2018-06-27,1.53,3,15,0,
1656439,Condo in Chicago · ★4.88 · 2 bedrooms · 2 beds · 2 baths,517499,Derek,,Uptown,41.95775,-87.64671,Entire home/apt,220,5,24,2021-11-30,0.22,2,0,0,R21000073886
4096995,Rental unit in Chicago · ★4.60 · 1 bedroom · 3 beds · 1 shared bath,2880338,Elizabeth,,Uptown,41.96264,-87.67296,Private room,106,32,31,2023-05-02,0.29,2,157,12,
5297152,Home in Chicago · ★4.90 · 1 bedroom · 1 bed · 1 private bath,9499059,Bennett,,Hyde Park,41.79857,-87.59814,Private room,82,3,214,2023-06-11,2.13,3,185,12,
1663673,Rental unit in Chicago · ★4.89 · 1 bedroom · 2 beds · 1 bath,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,115,2,370,2023-06-06,3.23,3,194,20,R22000090635
1668481,Rental unit in Chicago · ★4.82 · 2 bedrooms · 2 beds · 1 bath,531832,Evan,,West Town,41.89678,-87.6971,Entire home/apt,86,32,116,2021-05-20,1.27,1,0,0,R18000026178
5320006,Rental unit in Chicago · ★4.75 · 2 bedrooms · 2 beds · 1 bath,7723412,J,,Near West Side,41.86971,-87.65939,Entire home/apt,106,50,33,2021-01-15,0.34,2,0,0,City registration pending
1732652,Rental unit in Chicago · ★4.67 · 1 bedroom · 1 bed,3965428,Rob,,Near North Side,41.89269,-87.62227,Entire home/apt,153,120,7,2014-09-08,0.06,74,321,0,
4105283,Rental unit in Chicago · ★4.96 · 1 bedroom · 1 bed · 1 bath,18649856,Rachel,,Edgewater,41.99701,-87.66099,Entire home/apt,42,75,210,2023-05-25,1.98,1,180,8,R22000090276
5321981,Loft in Chicago · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,24676863,William,,West Town,41.9086,-87.67684,Private room,159,32,52,2022-07-31,0.52,2,194,1,City registration pending
4150121,Rental unit in Chicago · ★4.72 · 1 bedroom · 1 bed · 1 bath,2441500,Lisa,,Lake View,41.94987,-87.64611,Entire home/apt,151,32,451,2023-06-13,4.27,1,266,41,R20000058250
4156913,Condo in Chicago · ★4.98 · 2 bedrooms · 2 beds · 2 baths,6874747,Brian,,Uptown,41.96705,-87.65772,Entire home/apt,201,2,131,2023-06-11,1.34,1,139,51,R22000081484
